issue_url,manual_label,GPT_label,tie_breaking_label
https://github.com/spring-projects/spring-data-jpa/issues/2594,True,True,
https://github.com/spring-projects/spring-data-jpa/issues/2333,True,True,
https://github.com/spring-projects/spring-batch/issues/4024,True,True,
https://github.com/spring-projects/spring-batch/issues/3980,True,True,
https://github.com/assertj/assertj/issues/3193,True,True,
https://github.com/assertj/assertj/issues/2548,True,True,
https://github.com/apache/mina-sshd/issues/524,True,True,
https://github.com/mediathekview/MediathekView/issues/507,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2782,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2750,False,True,True
https://github.com/spring-projects/spring-data-neo4j/issues/2668,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2501,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2487,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2455,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2417,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2391,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2387,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/2182,True,False,True
https://github.com/spring-projects/spring-data-neo4j/issues/2169,False,False,
https://github.com/spring-projects/spring-data-neo4j/issues/1460,False,True,False
https://github.com/orientechnologies/orientdb/issues/9603,True,True,
https://github.com/DTStack/chunjun/issues/1138,True,True,
https://github.com/dcm4che/dcm4che/issues/1009,True,True,
https://github.com/dcm4che/dcm4che/issues/798,True,True,
https://github.com/dcm4che/dcm4che/issues/651,True,True,
https://github.com/eclipse-lemminx/lemminx/issues/1175,False,False,
https://github.com/spring-projects/spring-vault/issues/702,True,True,
https://github.com/smallrye/smallrye-graphql/issues/728,False,True,True
https://github.com/mhewedy/spring-data-jpa-mongodb-expressions/issues/30,True,True,
https://github.com/GoogleCloudPlatform/cloud-opensource-java/issues/1204,True,True,
https://github.com/philterd/phileas/issues/112,False,True,False
https://github.com/philterd/phileas/issues/111,True,True,
https://github.com/philterd/phileas/issues/111,True,True,
https://github.com/philterd/phileas/issues/121,True,True,
https://github.com/philterd/phileas/issues/112,False,True,False
https://github.com/philterd/phileas/issues/112,False,True,False
https://github.com/networknt/light-4j/issues/1603,True,True,
https://github.com/networknt/light-4j/issues/1598,True,True,
https://github.com/networknt/light-4j/issues/1137,True,True,
https://github.com/networknt/light-4j/issues/730,True,True,
https://github.com/apache/linkis/issues/2929,True,True,
https://github.com/spring-io/spring-javaformat/issues/319,False,True,False
https://github.com/pgjdbc/r2dbc-postgresql/issues/243,True,True,
https://github.com/OpenLiberty/ci.maven/issues/1354,True,False,True
https://github.com/OpenLiberty/ci.maven/issues/843,True,True,
https://github.com/Unleash/unleash-java-sdk/issues/10,True,True,
https://github.com/spring-projects/spring-modulith/issues/1338,True,True,
https://github.com/spring-projects/spring-modulith/issues/1146,True,True,
https://github.com/spring-projects/spring-modulith/issues/1149,True,True,
https://github.com/spring-projects/spring-modulith/issues/1149,True,True,
https://github.com/spring-projects/spring-modulith/issues/1098,True,True,
https://github.com/spring-projects/spring-modulith/issues/261,True,True,
https://github.com/oracle/opengrok/issues/4307,True,True,
https://github.com/oracle/opengrok/issues/3509,True,False,False
https://github.com/oracle/opengrok/issues/3383,True,True,
https://github.com/gluonhq/rich-text-area/issues/3,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/325,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/323,False,True,False
https://github.com/cloudsimplus/cloudsimplus/issues/308,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/273,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/236,True,True,
https://github.com/paulcwarren/spring-content/issues/1,True,True,
https://github.com/streamthoughts/kafka-connect-file-pulse/issues/490,True,True,
https://github.com/DominoKit/domino-ui/issues/630,True,True,
https://github.com/DominoKit/domino-ui/issues/456,True,True,
https://github.com/warmuuh/milkman/issues/72,True,True,
https://github.com/spring-projects/spring-retry/issues/212,False,False,
https://github.com/apache/curator/issues/585,True,False,False
https://github.com/apache/incubator-baremaps/issues/98,False,True,False
https://github.com/mock-server/mockserver/issues/1010,True,True,
https://github.com/gdela/socomo/issues/22,False,False,
https://github.com/martinpaljak/apdu4j/issues/67,True,True,
https://github.com/rworsnop/vertx-beans/issues/15,False,False,
https://github.com/patrickfav/bcrypt/issues/1,False,False,
https://github.com/jruby/joni/issues/36,False,False,
https://github.com/spring-cloud/spring-cloud-sleuth/issues/1742,True,True,
https://github.com/spring-cloud/spring-cloud-sleuth/issues/1742,True,True,
https://github.com/spring-cloud/spring-cloud-sleuth/issues/1760,True,True,
https://github.com/spring-projects-experimental/spring-boot-thin-launcher/issues/22,False,True,True
https://github.com/r2dbc/r2dbc-pool/issues/190,True,True,
https://github.com/apiman/apiman/issues/1153,True,True,
https://github.com/openlookeng/hetu-core/issues/277,True,True,
https://github.com/McFoggy/cssfx/issues/34,True,True,
https://github.com/McFoggy/cssfx/issues/24,True,True,
https://github.com/apache/dubbo/issues/4556,True,True,
https://github.com/netty/netty/issues/9710,True,True,
https://github.com/netty/netty/issues/9426,True,True,
https://github.com/keycloak/keycloak/issues/44447,True,True,
https://github.com/keycloak/keycloak/issues/44048,True,True,
https://github.com/keycloak/keycloak/issues/12280,False,False,
https://github.com/keycloak/keycloak/issues/10266,True,False,True
https://github.com/apache/incubator-seata/issues/1126,True,True,
https://github.com/apache/incubator-seata/issues/1085,True,True,
https://github.com/apache/incubator-seata/issues/753,False,False,
https://github.com/apache/shardingsphere/issues/2153,False,False,
https://github.com/apache/shardingsphere/issues/2153,False,False,
https://github.com/apache/shardingsphere/issues/2153,False,False,
https://github.com/apache/dubbo/issues/15087,True,True,
https://github.com/apache/dubbo/issues/1245,True,True,
https://github.com/netty/netty/issues/14984,False,False,
https://github.com/netty/netty/issues/8384,False,False,
https://github.com/netty/netty/issues/8122,False,True,True
https://github.com/netty/netty/issues/8196,False,False,
https://github.com/netty/netty/issues/8013,True,True,
https://github.com/netty/netty/issues/7837,False,False,
https://github.com/netty/netty/issues/7255,True,True,
https://github.com/netty/netty/issues/7025,True,True,
https://github.com/netty/netty/issues/6153,True,True,
https://github.com/netty/netty/issues/4807,True,True,
https://github.com/netty/netty/issues/4402,True,True,
https://github.com/netty/netty/issues/3884,False,False,
https://github.com/netty/netty/issues/4071,True,True,
https://github.com/netty/netty/issues/3488,True,True,
https://github.com/alibaba/nacos/issues/150,True,True,
https://github.com/keycloak/keycloak/issues/14743,True,True,
https://github.com/keycloak/keycloak/issues/12381,False,True,True
https://github.com/apache/shardingsphere/issues/701,True,True,
https://github.com/mybatis/mybatis-3/issues/2426,True,True,
https://github.com/mybatis/mybatis-3/issues/2297,True,True,
https://github.com/mybatis/mybatis-3/issues/1786,True,True,
https://github.com/prestodb/presto/issues/6129,True,True,
https://github.com/prestodb/presto/issues/1734,True,True,
https://github.com/quarkusio/quarkus/issues/50889,True,True,
https://github.com/quarkusio/quarkus/issues/27281,True,True,
https://github.com/quarkusio/quarkus/issues/24712,True,True,
https://github.com/quarkusio/quarkus/issues/23822,False,True,False
https://github.com/quarkusio/quarkus/issues/14720,False,False,
https://github.com/quarkusio/quarkus/issues/9188,False,True,False
https://github.com/quarkusio/quarkus/issues/8167,False,False,
https://github.com/quarkusio/quarkus/issues/6950,True,True,
https://github.com/quarkusio/quarkus/issues/4490,True,True,
https://github.com/quarkusio/quarkus/issues/4294,True,True,
https://github.com/quarkusio/quarkus/issues/884,True,True,
https://github.com/quarkusio/quarkus/issues/188,True,True,
https://github.com/quarkusio/quarkus/issues/214,True,True,
https://github.com/apache/pulsar/issues/11100,True,True,
https://github.com/apache/dolphinscheduler/issues/9387,True,True,
https://github.com/apache/dolphinscheduler/issues/7256,True,True,
https://github.com/apache/dolphinscheduler/issues/6474,True,True,
https://github.com/apache/dolphinscheduler/issues/6353,True,True,
https://github.com/apache/dolphinscheduler/issues/1522,True,True,
https://github.com/apache/dolphinscheduler/issues/1522,True,True,
https://github.com/apache/dolphinscheduler/issues/1522,True,True,
https://github.com/apache/dolphinscheduler/issues/1515,False,False,
https://github.com/pinpoint-apm/pinpoint/issues/1469,True,True,
https://github.com/pinpoint-apm/pinpoint/issues/1432,True,True,
https://github.com/pinpoint-apm/pinpoint/issues/1362,True,True,
https://github.com/apache/ignite/issues/10469,False,False,
https://github.com/oracle/opengrok/issues/3442,True,False,False
https://github.com/oracle/opengrok/issues/2118,True,True,
https://github.com/oracle/opengrok/issues/1716,True,True,
https://github.com/oracle/opengrok/issues/1353,True,True,
https://github.com/oracle/opengrok/issues/1095,False,True,False
https://github.com/oracle/opengrok/issues/827,True,True,
https://github.com/oracle/opengrok/issues/880,True,True,
https://github.com/apache/maven-mvnd/issues/527,True,True,
https://github.com/apache/maven-mvnd/issues/464,False,False,
https://github.com/smallrye/smallrye-mutiny/issues/1080,True,True,
https://github.com/FasterXML/jackson-dataformats-binary/issues/82,True,True,
https://github.com/elastic/ecs-logging-java/issues/149,True,True,
https://github.com/gluonhq/rich-text-area/issues/414,True,False,False
https://github.com/rabbitmq/rabbitmq-stream-java-client/issues/17,False,True,False
https://github.com/jruby/jruby-openssl/issues/73,True,True,
https://github.com/zowe/zowe-client-java-sdk/issues/148,False,True,True
https://github.com/flyway/flyway/issues/3280,True,False,True
https://github.com/flyway/flyway/issues/470,True,True,
https://github.com/flyway/flyway/issues/3245,True,True,
https://github.com/flyway/flyway/issues/3229,False,True,True
https://github.com/flyway/flyway/issues/3024,False,False,
https://github.com/flyway/flyway/issues/2993,True,True,
https://github.com/flyway/flyway/issues/2989,True,True,
https://github.com/flyway/flyway/issues/2903,True,True,
https://github.com/flyway/flyway/issues/2123,True,True,
https://github.com/AsyncHttpClient/async-http-client/issues/1632,False,True,True
https://github.com/AsyncHttpClient/async-http-client/issues/1467,True,True,
https://github.com/AsyncHttpClient/async-http-client/issues/1462,True,True,
https://github.com/AsyncHttpClient/async-http-client/issues/1278,False,True,True
https://github.com/AsyncHttpClient/async-http-client/issues/1102,True,True,
https://github.com/AsyncHttpClient/async-http-client/issues/894,False,True,False
https://github.com/AsyncHttpClient/async-http-client/issues/826,True,True,
https://github.com/AsyncHttpClient/async-http-client/issues/825,False,False,
https://github.com/AsyncHttpClient/async-http-client/issues/821,True,True,
https://github.com/AsyncHttpClient/async-http-client/issues/796,True,True,
https://github.com/AsyncHttpClient/async-http-client/issues/795,True,True,
https://github.com/alibaba/fastjson2/issues/146,True,True,
https://github.com/spring-projects/spring-data-mongodb/issues/4983,False,False,
https://github.com/spring-projects/spring-data-mongodb/issues/3941,True,True,
https://github.com/spring-projects/spring-data-mongodb/issues/3918,True,True,
https://github.com/spring-projects/spring-data-mongodb/issues/3613,True,True,
https://github.com/spring-projects/spring-data-mongodb/issues/2352,True,True,
https://github.com/spring-projects/spring-data-mongodb/issues/2352,True,True,
https://github.com/spring-projects/spring-data-mongodb/issues/2225,False,True,True
https://github.com/spring-projects/spring-data-mongodb/issues/1536,True,False,False
https://github.com/spring-projects/spring-data-mongodb/issues/1375,False,False,
https://github.com/spring-projects/spring-data-mongodb/issues/1236,True,True,
https://github.com/datastax/jvector/issues/60,False,False,
https://github.com/spring-cloud/spring-cloud-function/issues/1072,True,True,
https://github.com/spring-cloud/spring-cloud-function/issues/1066,True,True,
https://github.com/spring-cloud/spring-cloud-function/issues/1030,True,True,
https://github.com/spring-cloud/spring-cloud-function/issues/706,True,True,
https://github.com/spring-cloud/spring-cloud-function/issues/425,True,True,
https://github.com/spring-cloud/spring-cloud-function/issues/399,True,True,
https://github.com/spring-cloud/spring-cloud-function/issues/425,True,True,
https://github.com/spring-projects/spring-data-elasticsearch/issues/3063,True,True,
https://github.com/spring-projects/spring-data-elasticsearch/issues/2726,False,True,True
https://github.com/spring-projects/spring-data-elasticsearch/issues/2061,False,True,False
https://github.com/spring-projects/spring-data-elasticsearch/issues/2027,False,False,
https://github.com/spring-projects/spring-data-cassandra/issues/1213,True,True,
https://github.com/spring-projects/spring-data-cassandra/issues/1236,True,True,
https://github.com/spring-projects/spring-data-cassandra/issues/1218,False,False,
https://github.com/spring-projects/spring-data-cassandra/issues/1218,False,False,
https://github.com/spring-projects/spring-data-cassandra/issues/1186,True,True,
https://github.com/spring-projects/spring-data-cassandra/issues/1174,False,False,
https://github.com/marcelmay/hfsa/issues/42,True,True,
https://github.com/marcelmay/hfsa/issues/38,True,True,
https://github.com/swagger-api/swagger-core/issues/1936,True,True,
https://github.com/neo4j/neo4j-ogm/issues/891,True,True,
https://github.com/neo4j/neo4j-ogm/issues/889,True,True,
https://github.com/neo4j/neo4j-ogm/issues/852,True,True,
https://github.com/neo4j/neo4j-ogm/issues/853,True,True,
https://github.com/neo4j/neo4j-ogm/issues/854,True,True,
https://github.com/neo4j/neo4j-ogm/issues/849,True,True,
https://github.com/neo4j/neo4j-ogm/issues/840,True,True,
https://github.com/neo4j/neo4j-ogm/issues/738,True,True,
https://github.com/neo4j/neo4j-ogm/issues/849,True,True,
https://github.com/neo4j/neo4j-ogm/issues/849,True,True,
https://github.com/spring-cloud/spring-cloud-circuitbreaker/issues/96,True,True,
https://github.com/tbsalling/aismessages/issues/16,True,True,
https://github.com/mojohaus/wagon-maven-plugin/issues/17,False,False,
https://github.com/mybatis/hazelcast-cache/issues/21,True,True,
https://github.com/dockstore/dockstore/issues/2482,True,True,
https://github.com/dockstore/dockstore/issues/2442,False,True,False
https://github.com/dcm4che/dcm4che/issues/143,True,True,
https://github.com/dcm4che/dcm4che/issues/206,True,True,
https://github.com/Netcentric/accesscontroltool/issues/762,False,True,False
https://github.com/arquillian/arquillian-cube/issues/305,True,True,
https://github.com/sofastack/sofa-rpc/issues/436,True,True,
https://github.com/Blazebit/blaze-persistence/issues/151,True,True,
https://github.com/spring-projects/spring-data-redis/issues/2156,True,True,
https://github.com/spring-projects/spring-data-neo4j/issues/579,True,True,
https://github.com/spring-projects/spring-data-keyvalue/issues/196,False,False,
https://github.com/spring-cloud/spring-cloud-sleuth/issues/958,True,True,
https://github.com/spring-cloud/spring-cloud-sleuth/issues/701,True,True,
https://github.com/logfellow/logstash-logback-encoder/issues/353,False,True,True
https://github.com/groovy/GMavenPlus/issues/162,False,True,False
https://github.com/DataLinkDC/dinky/issues/3909,True,True,
https://github.com/DataLinkDC/dinky/issues/1279,True,False,False
https://github.com/DataLinkDC/dinky/issues/1210,True,False,False
https://github.com/DataLinkDC/dinky/issues/564,True,False,False
https://github.com/DataLinkDC/dinky/issues/397,True,False,False
https://github.com/alibaba/spring-cloud-alibaba/issues/11,False,False,
https://github.com/apache/royale-compiler/issues/83,True,True,
https://github.com/apache/royale-compiler/issues/36,False,True,False
https://github.com/spacious-team/investbook/issues/294,False,True,False
https://github.com/iluwatar/java-design-patterns/issues/883,False,False,
https://github.com/cloudsimplus/cloudsimplus/issues/332,False,False,
https://github.com/cloudsimplus/cloudsimplus/issues/284,False,True,False
https://github.com/cloudsimplus/cloudsimplus/issues/203,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/202,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/200,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/190,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/189,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/191,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/188,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/109,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/187,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/175,True,True,
https://github.com/cloudsimplus/cloudsimplus/issues/174,True,True,
https://github.com/classgraph/classgraph/issues/8,False,False,
https://github.com/classgraph/classgraph/issues/8,False,False,
https://github.com/classgraph/classgraph/issues/118,True,True,
https://github.com/RoinujNosde/SimpleClans/issues/3,True,True,
https://github.com/apache/curator/issues/530,True,True,
https://github.com/r2dbc/r2dbc-mssql/issues/51,True,True,
https://github.com/openzipkin/zipkin/issues/1907,True,True,
https://github.com/alibaba/canal/issues/2258,True,True,
https://github.com/alibaba/canal/issues/2258,True,True,
https://github.com/alibaba/canal/issues/1019,True,True,
https://github.com/alibaba/canal/issues/726,True,True,
https://github.com/alibaba/canal/issues/726,True,True,
https://github.com/alibaba/canal/issues/726,True,True,
https://github.com/arthurgregorio/web-budget/issues/326,False,False,
https://github.com/arthurgregorio/library/issues/27,True,True,
https://github.com/patrickfav/bcrypt/issues/1,False,False,
https://github.com/atlanmod/NeoEMF/issues/56,True,True,
https://github.com/atlanmod/NeoEMF/issues/56,True,True,
https://github.com/atlanmod/NeoEMF/issues/56,True,True,
https://github.com/atlanmod/NeoEMF/issues/55,True,True,
https://github.com/atlanmod/NeoEMF/issues/36,True,True,
https://github.com/arey/java-object-mapper-benchmark/issues/1,True,True,
https://github.com/Graylog2/gelfclient/issues/38,True,True,
https://github.com/VoxelGamesLib/VoxelGamesLibv2/issues/175,False,True,True
https://github.com/julianhyde/sqlline/issues/77,True,True,
https://github.com/jgitver/jgitver/issues/68,False,False,
https://github.com/timols/java-gitlab-api/issues/59,True,False,False
https://github.com/rakam-io/rakam-api/issues/1,False,False,
https://github.com/apache/dubbo/issues/14539,True,True,
https://github.com/apache/dubbo/issues/9973,True,True,
https://github.com/apache/dubbo/issues/5797,True,True,
https://github.com/netty/netty/issues/10123,True,True,
https://github.com/alibaba/nacos/issues/12323,True,True,
https://github.com/alibaba/nacos/issues/11310,True,False,True
https://github.com/alibaba/nacos/issues/6433,True,True,
https://github.com/alibaba/nacos/issues/3235,True,True,
https://github.com/keycloak/keycloak/issues/37093,True,True,
https://github.com/keycloak/keycloak/issues/33353,True,True,
https://github.com/keycloak/keycloak/issues/10935,True,False,True
https://github.com/keycloak/keycloak/issues/10376,True,True,
https://github.com/keycloak/keycloak/issues/12497,True,True,
https://github.com/keycloak/keycloak/issues/11695,False,False,
https://github.com/keycloak/keycloak/issues/12653,True,True,
https://github.com/keycloak/keycloak/issues/11069,True,True,
https://github.com/keycloak/keycloak/issues/10829,True,True,
https://github.com/apolloconfig/apollo/issues/3698,True,True,
https://github.com/apache/incubator-seata/issues/3571,True,True,
https://github.com/apache/incubator-seata/issues/2467,True,True,
https://github.com/liquibase/liquibase/issues/6096,True,True,
https://github.com/liquibase/liquibase/issues/5171,True,True,
https://github.com/liquibase/liquibase/issues/4312,True,True,
https://github.com/liquibase/liquibase/issues/3791,False,False,
https://github.com/liquibase/liquibase/issues/3545,True,True,
https://github.com/liquibase/liquibase/issues/2154,True,True,
https://github.com/liquibase/liquibase/issues/1856,False,False,
https://github.com/liquibase/liquibase/issues/1984,True,True,
